Age	SLOCAsItIs	SLOCNoCommentPrettyPrinter	SLOCStandard	CommentCodeRation	Readability	SimpleReadability	NVAR	NCOMP	Mcclure	McCabe	McCabeWOCases	IndentSTD	MaximumBlockDepth	totalFanOut	uniqueFanOut	n1	n2	N1	N2	Vocabulary	Length	Volume	Difficulty	Effort	Time	HalsteadBugs	MaintainabilityIndex	isPrivate	isProtected	isDefault	isPublic	isStatic	isAbstract	isGetterSetter	Parameters	LocalVariables	EnclosedExpressions	MaxEnclosedNesting	Developers	ChangeAtMethodAge	ProjectAge	CommitDate-ProjectFirstDate	NewAdditions	DiffSizes	EditDistances	TangledCommit	TangledWMoveandFileRename	Buggycommiit	PotentiallyBuggycommit	RiskyCommit	file	Category
2255	3,3,3	3,3,3	3,3,3	0.0,0.0,0.0	0.28670018911361694,0.28670018911361694,0.28670018911361694	0.3539479064902914,0.3539479064902914,0.3539479064902914	0,0,0	0,0,0	0,0,0	1,1,1	1,1,1	1.89,1.89,1.89	0,0,0	0,0,0	0,0,0	17.0,17.0,17.0	6.0,6.0,6.0	21.0,21.0,21.0	6.0,6.0,6.0	23.0,23.0,23.0	27.0,27.0,27.0	122.13617,122.13617,122.13617	8.5,8.5,8.5	1038.1575,1038.1575,1038.1575	57.675415,57.675415,57.675415	0.040712055,0.040712055,0.040712055	127.98577117919922,127.98577117919922,127.98577117919922	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	3,3,3	0,0,0	0,0,0	0,0,0	Ming Li,Sean Wiese,Art Beatte IV	0,405,1090	1606,2011,2696	02/10/14-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,0,0	0,0,0	0,0,0	0,1916,2476	0,51,137	0,0,0	0,0,0	0,0,0	3476.json	Good
2999	3,3,3,3,3	3,3,3,3,3	3,3,3,3,3	0.0,0.0,0.0,0.0,0.0	0.4683521091938019,0.4683521091938019,0.11174074560403824,0.11174074560403824,0.11174074560403824	0.970606151212754,0.970606151212754,0.8151202306670916,0.8151202306670916,0.8151202306670916	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1,1,1,1,1	1.89,1.89,1.89,1.89,1.89	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	9.0,9.0,11.0,11.0,11.0	2.0,2.0,5.0,5.0,5.0	10.0,10.0,14.0,14.0,14.0	2.0,2.0,5.0,5.0,5.0	11.0,11.0,16.0,16.0,16.0	12.0,12.0,19.0,19.0,19.0	41.51318,41.51318,76.0,76.0,76.0	4.5,4.5,5.5,5.5,5.5	186.80931,186.80931,418.0,418.0,418.0	10.378295,10.378295,23.222221,23.222221,23.222221	0.013837727,0.013837727,0.025333334,0.025333334,0.025333334	133.59722900390625,133.59722900390625,130.45266723632812,130.45266723632812,130.45266723632812	0,0,0,0,0	1,1,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,3,3,3	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	Chris Lang,Chris Lang,Gokhan Caglar,Sean Wiese,Art Beatte IV	0,51,918,1149,1834	862,913,1780,2011,2696	18/09/12-10/05/10,08/11/12-10/05/10,25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,0,3,0,0	0,0,6,0,0	0,0,61,0,0	0,237,1631,1916,2476	0,46,1328,51,137	0,0,0,0,0	0,0,0,0,0	0,1,0,0,0	1414.json	Bad
3074	3,3,3,3,3	3,3,3,3,3	3,3,3,3,3	0.0,0.0,0.0,0.0,0.0	0.3128974437713623,0.645976185798645,0.645976185798645,0.645976185798645,0.645976185798645	0.9046053846196328,0.9710364477060065,0.9710364477060065,0.9710364477060065,0.9710364477060065	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1,1,1,1,1	1.89,1.89,1.89,1.89,1.89	0,0,0,0,0	1,0,0,0,0	1,0,0,0,0	11.0,9.0,9.0,9.0,9.0	2.0,2.0,2.0,2.0,2.0	15.0,10.0,10.0,10.0,10.0	2.0,2.0,2.0,2.0,2.0	13.0,11.0,11.0,11.0,11.0	17.0,12.0,12.0,12.0,12.0	62.907475,41.51318,41.51318,41.51318,41.51318	5.5,4.5,4.5,4.5,4.5	345.99112,186.80931,186.80931,186.80931,186.80931	19.22173,10.378295,10.378295,10.378295,10.378295	0.020969158,0.013837727,0.013837727,0.013837727,0.013837727	131.43582153320312,133.59722900390625,133.59722900390625,133.59722900390625,133.59722900390625	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	Michael Marucheck,Michael Marucheck,Chris Lang,Sean Wiese,Art Beatte IV	0,55,126,1224,1909	787,842,913,2011,2696	05/07/12-10/05/10,29/08/12-10/05/10,08/11/12-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,1,0,0,0	0,2,0,0,0	0,24,0,0,0	0,24,237,1916,2476	0,24,46,51,137	0,0,0,0,0	0,0,0,0,0	0,0,1,0,0	3150.json	Bad
1943	9	8	8	0.0	0.10328064858913422	0.05384764048487854	0	0	0	1	1	1.73	0	4	2	14.0	9.0	42.0	17.0	23.0	59.0	266.89017	13.222221	3528.8809	196.04893	0.08896339	108.031494140625	1	0	0	0	0	0	0	0	0	0	0	Ming Li	0	1918	10/08/15-10/05/10	0	0	0	0	0	0	0	0	3648.json	Good
1697	6,6	6,6	6,6	0.0,0.0	0.1923229843378067,0.1923229843378067	0.5961877731222216,0.5961877731222216	1,1	1,1	2,2	2,2	2,2	2.75,2.75	1,1	2,2	2,2	15.0,15.0	4.0,4.0	24.0,24.0	7.0,7.0	19.0,19.0	31.0,31.0	131.68576,131.68576	13.125,13.125	1728.3756,1728.3756	96.02087,96.02087	0.043895252,0.043895252	116.13532257080078,116.13532257080078	0,0	0,0	0,0	1,1	0,0	0,0	0,0	1,1	0,0	0,0	0,0	Sean Wiese,Art Beatte IV	0,532	2164,2696	12/04/16-10/05/10,26/09/17-10/05/10	0,0	0,0	0,0	0,2476	0,137	0,0	0,0	0,0	444.json	Good
777	35,35,34,33,33,11	29,29,28,28,28,9	34,34,33,32,32,11	0.0,0.0,0.0,0.0,0.0,0.0	0.0011377258924767375,9.126877412199974E-4,8.089083130471408E-4,0.0012806702870875597,0.0012630925048142672,0.035393476486206055	3.961688082152426E-9,1.476917540738523E-9,3.7733791265609955E-9,3.3708202606790554E-9,3.4455468458337388E-9,0.019758273443063534	8,8,8,8,8,3	7,7,7,6,6,2	15,15,15,14,14,5	7,7,7,7,7,2	7,7,7,7,7,2	7.7,7.7,7.69,7.52,7.52,2.75	4,4,4,4,4,1	16,16,16,16,16,6	15,15,15,15,15,6	43.0,43.0,43.0,42.0,42.0,25.0	24.0,25.0,24.0,24.0,24.0,11.0	133.0,135.0,131.0,129.0,129.0,49.0	50.0,52.0,50.0,51.0,51.0,16.0	67.0,68.0,67.0,66.0,66.0,36.0	183.0,187.0,181.0,180.0,180.0,65.0	1110.0944,1138.3556,1097.9622,1087.991,1087.991,336.04514	44.791664,44.719997,44.791664,44.625,44.625,18.181818	49722.973,50907.258,49179.55,48551.598,48551.598,6109.9116	2762.3875,2828.181,2732.1973,2697.311,2697.311,339.43954	0.37003145,0.37945187,0.3659874,0.36266366,0.36266366,0.112015046	75.79951477050781,75.66879272460938,76.34027862548828,76.88622283935547,76.88622283935547,101.44441986083984	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	7,7,6,6,6,3	0,0,0,0,0,0	0,0,0,0,0,0	Stan Wu,Yujing Wang,Christina Xu,Christina Xu,Stan Wu,Xinzhu Cai	0,2,90,90,292,753	3084,3086,3174,3174,3376,3837	19/10/18-10/05/10,21/10/18-10/05/10,17/01/19-10/05/10,17/01/19-10/05/10,07/08/19-10/05/10,10/11/20-10/05/10	0,1,1,1,1,1	0,2,3,3,2,26	0,24,94,70,20,1262	0,8,6,6,21,6	0,8,6,6,15,6	0,0,0,0,0,0	0,0,0,0,0,1	0,0,0,0,0,0	2289.json	Ugly
1289	9,9	6,6	9,9	0.0,0.0	0.06560932099819183,0.06560932099819183	0.14286308810646114,0.14286308810646114	1,1	1,1	2,2	2,2	2,2	5.03,5.03	1,1	2,2	2,2	20.0,20.0	7.0,7.0	37.0,37.0	12.0,12.0	27.0,27.0	49.0,49.0	232.98949,232.98949	17.142857,17.142857	3994.1055,3994.1055	221.89474,221.89474	0.07766316,0.07766316	106.59980010986328,106.59980010986328	0,0	0,0	0,0	1,1	0,0	0,0	0,0	1,1	0,0	2,2	1,1	Ethan Goldman-Kirst,Art Beatte IV	0,124	2572,2696	25/05/17-10/05/10,26/09/17-10/05/10	0,0	0,0	0,0	0,2476	0,137	0,0	0,0	0,0	1143.json	Good
309	6	3	6	0.0	0.03386705368757248	0.5464850713169686	0	0	0	1	1	3.59	0	1	1	16.0	6.0	23.0	9.0	22.0	32.0	142.70181	12.0	1712.4218	95.134544	0.04756727	115.94755554199219	0	0	0	1	1	0	0	3	0	0	0	Zilin Zhang	0	3552	30/01/20-10/05/10	0	0	0	0	0	0	0	0	2967.json	Undecided
2255	9,17,27,27,27	9,9,9,9,9	9,13,23,23,23	0.0,0.07692307692307693,0.043478260869565216,0.043478260869565216,0.043478260869565216	0.09110875427722931,0.04543342813849449,0.012175830081105232,0.012175830081105232,0.012175830081105232	0.005882716434595467,0.05105811086062572,0.8800266832050766,0.8800266832050766,0.8800266832050766	1,1,1,1,1	1,1,1,1,1	2,2,2,2,2	2,2,2,2,2	2,2,2,2,2	3.14,5.55,8.4,8.4,8.4	1,1,1,1,1	6,6,6,6,6	3,3,3,3,3	19.0,19.0,19.0,19.0,19.0	10.0,10.0,10.0,10.0,10.0	46.0,50.0,50.0,50.0,50.0	22.0,26.0,26.0,26.0,26.0	29.0,29.0,29.0,29.0,29.0	68.0,76.0,76.0,76.0,76.0	330.3427,369.20657,369.20657,369.20657,369.20657	20.9,24.699999,24.699999,24.699999,24.699999	6904.1626,9119.402,9119.402,9119.402,9119.402	383.56458,506.63345,506.63345,506.63345,506.63345	0.11011424,0.123068854,0.123068854,0.123068854,0.123068854	104.7842788696289,98.24876403808594,89.00594329833984,89.00594329833984,89.00594329833984	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	Ming Li,Chris Lang,Gokhan Caglar,Sean Wiese,Art Beatte IV	0,60,174,405,1090	1606,1666,1780,2011,2696	02/10/14-10/05/10,01/12/14-10/05/10,25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,12,16,0,0	0,16,22,0,0	0,306,311,0,0	0,12,1631,1916,2476	0,12,1328,51,137	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	592.json	Bad
3074	17,17,3,3,3,3	16,16,3,3,3,3	16,16,3,3,3,3	0.0,0.0,0.0,0.0,0.0,0.0	0.12556947767734528,0.12556947767734528,0.6388658285140991,0.6698176860809326,0.6698176860809326,0.6698176860809326	8.119602820089553E-5,8.119602820089553E-5,0.7055224503610888,0.6369991828941409,0.6369991828941409,0.6369991828941409	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	3,3,1,1,1,1	3,3,1,1,1,1	2.4,2.4,1.89,1.89,1.89,1.89	1,1,0,0,0,0	9,9,1,1,1,1	7,7,1,1,1,1	32.0,32.0,12.0,13.0,13.0,13.0	11.0,11.0,2.0,2.0,2.0,2.0	80.0,80.0,15.0,16.0,16.0,16.0	23.0,23.0,3.0,3.0,3.0,3.0	43.0,43.0,14.0,15.0,15.0,15.0	103.0,103.0,18.0,19.0,19.0,19.0	558.9053,558.9053,68.53239,74.23092,74.23092,74.23092	33.454544,33.454544,9.0,9.75,9.75,9.75	18697.922,18697.922,616.7915,723.75146,723.75146,723.75146	1038.7734,1038.7734,34.266193,40.208416,40.208416,40.208416	0.18630175,0.18630175,0.022844128,0.024743639,0.024743639,0.024743639	92.49897003173828,92.49897003173828,130.99049377441406,130.57513427734375,130.57513427734375,130.57513427734375	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,1,1,1	1,1,1,1,1,1	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	4,4,0,0,0,0	2,2,0,0,0,0	1,1,0,0,0,0	Michael Marucheck,Chris Lang,Ming Li,Gokhan Caglar,Sean Wiese,Art Beatte IV	0,126,522,993,1224,1909	787,913,1309,1780,2011,2696	05/07/12-10/05/10,08/11/12-10/05/10,09/12/13-10/05/10,25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,0,1,1,0,0	0,0,16,2,0,0	0,0,487,7,0,0	0,237,15,1631,1916,2476	0,46,15,1328,51,137	0,0,1,0,0,0	0,0,1,0,0,0	0,1,1,0,0,0	2868.json	Bad
2255	19,23,23,23,23	14,14,14,14,14	17,21,21,21,21	0.0,0.0,0.0,0.0,0.0	0.005732166580855846,0.006642633583396673,0.0068742865696549416,0.0068742865696549416,0.0068742865696549416	0.005315911617739004,0.022212906302015754,0.012746282671999249,0.012746282671999249,0.012746282671999249	4,4,4,4,4	4,4,4,4,4	8,8,8,8,8	5,5,5,5,5	5,5,5,5,5	4.9,7.57,7.57,7.57,7.57	1,1,1,1,1	5,5,8,8,8	4,4,5,5,5	20.0,21.0,22.0,22.0,22.0	16.0,16.0,15.0,15.0,15.0	59.0,60.0,66.0,66.0,66.0	32.0,34.0,31.0,31.0,31.0	36.0,37.0,37.0,37.0,37.0	91.0,94.0,97.0,97.0,97.0	470.4632,489.68863,505.317,505.317,505.317	20.0,22.3125,22.733334,22.733334,22.733334	9409.264,10926.178,11487.54,11487.54,11487.54	522.7369,607.0099,638.19666,638.19666,638.19666	0.15682107,0.16322954,0.168439,0.168439,0.168439	91.9526138305664,88.32113647460938,88.15776824951172,88.15776824951172,88.15776824951172	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	Ming Li,Gokhan Caglar,Ming Li,Sean Wiese,Art Beatte IV	0,174,312,405,1090	1606,1780,1918,2011,2696	02/10/14-10/05/10,25/03/15-10/05/10,10/08/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,7,3,0,0	0,10,6,0,0	0,146,15,0,0	0,1631,68,1916,2476	0,1328,68,51,137	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	574.json	Bad
1326	3,3	3,3	3,3	0.0,0.0	0.8597431778907776,0.8597431778907776	0.9506123180325564,0.9506123180325564	0,0	0,0	0,0	1,1	1,1	1.89,1.89	0,0	0,0	0,0	9.0,9.0	2.0,2.0	10.0,10.0	2.0,2.0	11.0,11.0	12.0,12.0	41.51318,41.51318	4.5,4.5	186.80931,186.80931	10.378295,10.378295	0.013837727,0.013837727	133.59722900390625,133.59722900390625	0,0	0,0	0,0	1,1	0,0	0,0	1,1	0,0	0,0	0,0	0,0	Zhuowen Deng,Art Beatte IV	0,161	2535,2696	18/04/17-10/05/10,26/09/17-10/05/10	0,0	0,0	0,0	0,2476	0,137	0,0	0,0	0,0	124.json	Good
2914	18,60,61,60,62,31,31,34,35,33	16,36,36,36,37,20,20,21,21,21	15,50,51,50,52,26,26,28,29,27	0.0,0.06,0.058823529411764705,0.06,0.057692307692307696,0.0,0.0,0.0,0.0,0.0	0.13815608620643616,0.0,0.0,0.0,0.0,0.001585586229339242,0.001585586229339242,0.0016375541454181075,5.827677086926997E-4,6.138876196928322E-4	0.051305966675952656,3.910767470265878E-16,8.3848691693052E-17,3.910767470265878E-16,2.6446529481432608E-17,3.978487749397478E-7,3.978487749397478E-7,4.9236056686297966E-8,1.4390555869161556E-8,3.4773075869254384E-9	1,6,6,6,6,0,0,0,0,0	1,4,4,4,4,0,0,0,0,0	2,10,10,10,10,0,0,0,0,0	2,4,4,4,4,1,1,1,1,1	2,4,4,4,4,1,1,1,1,1	3.09,4.39,4.38,4.39,4.37,3.99,3.99,4.01,4.05,3.58	1,1,1,1,1,1,1,1,1,1	5,32,34,32,35,15,15,17,19,19	5,25,27,25,27,15,15,17,19,19	28.0,59.0,61.0,59.0,61.0,40.0,40.0,42.0,44.0,45.0	9.0,41.0,42.0,41.0,42.0,19.0,19.0,21.0,21.0,22.0	59.0,199.0,205.0,199.0,209.0,111.0,111.0,121.0,127.0,127.0	16.0,81.0,82.0,81.0,85.0,40.0,40.0,44.0,45.0,45.0	37.0,100.0,103.0,100.0,103.0,59.0,59.0,63.0,65.0,67.0	75.0,280.0,287.0,280.0,294.0,151.0,151.0,165.0,172.0,172.0	390.709,1860.2797,1919.0256,1860.2797,1965.8312,888.2791,888.2791,986.2512,1035.8473,1043.3673	24.88889,58.280487,59.54762,58.280487,61.72619,42.105263,42.105263,44.000004,47.142857,46.022728	9724.313,108418.01,114273.41,108418.01,121343.266,37401.227,37401.227,43395.06,48832.8,48018.61	540.2396,6023.2227,6348.5225,6023.2227,6741.2925,2077.846,2077.846,2410.8367,2712.9333,2667.7004	0.13023634,0.6200932,0.6396752,0.6200932,0.6552771,0.29609305,0.29609305,0.3287504,0.34528244,0.3477891	95.63617706298828,67.55712127685547,67.07464599609375,67.55712127685547,66.634765625,82.6845474243164,82.6845474243164,80.93994903564453,80.11634063720703,81.23635864257812	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	1,1,1,1,1,1,1,1,1,1	1,9,9,9,9,5,5,6,6,6	0,1,1,1,1,0,0,0,0,0	0,1,1,1,1,0,0,0,0,0	Chris Lang,Gokhan Caglar,Sean Wiese,Sean Wiese,Sean Wiese,Sean Wiese,Art Beatte IV,Tao Ge,Calvin Mak,Calvin Mak	0,832,896,1064,1155,1216,1748,2013,2664,2849	947,1780,1844,2011,2102,2164,2696,2961,3612,3797	12/12/12-10/05/10,25/03/15-10/05/10,28/05/15-10/05/10,11/11/15-10/05/10,10/02/16-10/05/10,12/04/16-10/05/10,26/09/17-10/05/10,18/06/18-10/05/10,30/03/20-10/05/10,01/10/20-10/05/10	0,55,2,1,2,1,0,4,1,2	0,93,3,3,2,33,0,5,1,4	0,2210,59,59,119,1621,0,128,62,178	0,1631,71,1916,5,257,2476,88,4,11	0,1328,70,51,5,255,137,88,4,11	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	1285.json	Ugly
1697	3,3	3,3	3,3	0.0,0.0	0.5424870848655701,0.5424870848655701	0.9171937298099211,0.9171937298099211	0,0	0,0	0,0	1,1	1,1	1.89,1.89	0,0	0,0	0,0	9.0,9.0	3.0,3.0	10.0,10.0	3.0,3.0	12.0,12.0	13.0,13.0	46.604515,46.604515	4.5,4.5	209.72032,209.72032	11.651129,11.651129	0.015534839,0.015534839	132.9956512451172,132.9956512451172	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	Sean Wiese,Art Beatte IV	0,532	2164,2696	12/04/16-10/05/10,26/09/17-10/05/10	0,0	0,0	0,0	0,2476	0,137	0,0	0,0	0,0	1281.json	Good
114	48,50	27,29	45,47	0.022222222222222223,0.02127659574468085	0.0,0.0	4.699775341069095E-20,1.7073799011892613E-21	9,9	9,9	18,18	8,8	8,8	3.88,3.83	1,1	29,31	8,9	38.0,39.0	35.0,37.0	228.0,239.0	91.0,97.0	73.0,76.0	319.0,336.0	1974.5541,2099.3037	49.399998,51.12162	97542.97,107319.805	5419.0537,5962.2114	0.6581847,0.6997679	68.0339584350586,67.01093292236328	1,1	0,0	0,0	0,0	1,1	0,0	0,0	1,1	15,16	0,0	0,0	Yi Liu,Ming Cao	0,14	3747,3761	12/08/20-10/05/10,26/08/20-10/05/10	0,2	0,2	0,115	0,3	0,3	0,0	0,0	0,0	1872.json	Undecided
2081	11,11,12,12	6,6,6,6	11,11,12,12	0.0,0.0,0.0,0.0	0.021908128634095192,0.021908128634095192,0.007792869582772255,0.007792869582772255	0.6090391463224367,0.6090391463224367,0.3951979896042257,0.3951979896042257	1,1,1,1	1,1,1,1	2,2,2,2	2,2,2,2	2,2,2,2	4.77,4.77,4.75,4.75	1,1,1,1	7,7,9,9	7,7,9,9	22.0,22.0,24.0,24.0	2.0,2.0,2.0,2.0	42.0,42.0,48.0,48.0	7.0,7.0,8.0,8.0	24.0,24.0,26.0,26.0	49.0,49.0,56.0,56.0	224.66316,224.66316,263.22464,263.22464	38.5,38.5,48.0,48.0	8649.532,8649.532,12634.783,12634.783	480.52957,480.52957,701.9324,701.9324	0.07488772,0.07488772,0.08774155,0.08774155	103.53816223144531,103.53816223144531,101.30487060546875,101.30487060546875	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	Gokhan Caglar,Sean Wiese,Sean Wiese,Art Beatte IV	0,231,384,916	1780,2011,2164,2696	25/03/15-10/05/10,11/11/15-10/05/10,12/04/16-10/05/10,26/09/17-10/05/10	0,0,1,0	0,0,1,0	0,0,48,0	0,1916,257,2476	0,51,255,137	0,0,0,0	0,0,0,0	0,0,0,0	960.json	Bad
1850	3,3,3	3,3,3	3,3,3	0.0,0.0,0.0	0.17382289469242096,0.44778329133987427,0.44778329133987427	0.8233976251425777,0.5444467647130934,0.5444467647130934	0,1,1	0,1,1	0,2,2	1,2,2	1,2,2	1.89,1.89,1.89	0,0,0	1,1,1	1,1,1	10.0,13.0,13.0	4.0,5.0,5.0	15.0,20.0,20.0	4.0,6.0,6.0	14.0,18.0,18.0	19.0,26.0,26.0	72.339745,108.41805,108.41805	5.0,7.8,7.8	361.69873,845.6608,845.6608	20.094374,46.981155,46.981155	0.024113249,0.03613935,0.03613935	130.70933532714844,128.37530517578125,128.37530517578125	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,1,1	0,1,1	Sean Wiese,Sean Wiese,Art Beatte IV	0,0,684	2011,2011,2696	11/11/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,1,0	0,2,0	0,34,0	0,2,2476	0,2,137	0,0,0	0,0,0	0,0,0	1075.json	Bad
36	49	42	44	0.0	0.0	2.8405850854849907E-18	6	7	13	9	9	3.64	3	26	17	56.0	28.0	225.0	67.0	84.0	292.0	1866.5566	67.0	125059.3	6947.739	0.6221855	68.46050262451172	1	0	0	0	0	0	0	2	8	0	0	Nacho Quintero Rizo	0	3825	29/10/20-10/05/10	0	0	0	0	0	0	0	0	1855.json	Undecided
2045	3,3,3,3	3,3,3,3	3,3,3,3	0.0,0.0,0.0,0.0	0.09432698786258698,0.09432698786258698,0.09131398051977158,0.09131398051977158	0.7786632658753764,0.7786632658753764,0.7363498579148188,0.7363498579148188	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1.89,1.89,1.89,1.89	0,0,0,0	2,2,2,2	2,2,2,2	12.0,12.0,12.0,12.0	2.0,2.0,3.0,3.0	16.0,16.0,16.0,16.0	2.0,2.0,3.0,3.0	14.0,14.0,15.0,15.0	18.0,18.0,19.0,19.0	68.53239,68.53239,74.23092,74.23092	6.0,6.0,6.0,6.0	411.19434,411.19434,445.3855,445.3855	22.84413,22.84413,24.743639,24.743639	0.022844128,0.022844128,0.024743639,0.024743639	130.99049377441406,130.99049377441406,130.57513427734375,130.57513427734375	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	Sean Wiese,Sean Wiese,Sean Wiese,Art Beatte IV	0,195,207,880	1816,2011,2023,2696	30/04/15-10/05/10,11/11/15-10/05/10,23/11/15-10/05/10,26/09/17-10/05/10	0,0,1,0	0,0,2,0	0,0,4,0	0,1916,7,2476	0,51,7,137	0,0,0,0	0,0,0,0	0,0,0,0	2053.json	Bad
2992	3,3,3	3,3,3	3,3,3	0.0,0.0,0.0	0.9310411214828491,0.9393340349197388,0.9393340349197388	0.9844889570264529,0.972488070890174,0.972488070890174	0,0,0	0,0,0	0,0,0	1,1,1	1,1,1	1.89,1.89,1.89	0,0,0	0,0,0	0,0,0	9.0,10.0,10.0	2.0,2.0,2.0	10.0,11.0,11.0	2.0,2.0,2.0	11.0,12.0,12.0	12.0,13.0,13.0	41.51318,46.604515,46.604515	4.5,5.0,5.0	186.80931,233.02258,233.02258	10.378295,12.945699,12.945699	0.013837727,0.015534839,0.015534839	133.59722900390625,132.9956512451172,132.9956512451172	0,1,1	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	Karthik Subramanyam,Gokhan Caglar,Sean Wiese	0,911,1003	869,1780,1872	25/09/12-10/05/10,25/03/15-10/05/10,25/06/15-10/05/10	0,1,0	0,2,0	0,8,0	0,1631,185	0,1328,21	0,0,0	0,0,0	0,0,0	3898.json	Bad
2081	15,15,9,9,9	16,16,10,10,10	15,15,9,9,9	0.0,0.0,0.0,0.0,0.0	0.03826017305254936,0.03826017305254936,0.599461019039154,0.599461019039154,0.599461019039154	0.0048286810263155665,0.0048286810263155665,0.7770581672992622,0.7770581672992622,0.7770581672992622	1,1,0,0,0	1,1,0,0,0	2,2,0,0,0	2,2,1,1,1	2,2,1,1,1	4.95,4.95,4.26,4.26,4.26	2,2,1,1,1	8,8,4,4,4	6,6,4,4,4	30.0,30.0,20.0,20.0,20.0	4.0,4.0,2.0,2.0,2.0	74.0,74.0,33.0,33.0,33.0	10.0,10.0,3.0,3.0,3.0	34.0,34.0,22.0,22.0,22.0	84.0,84.0,36.0,36.0,36.0	427.3469,427.3469,160.53954,160.53954,160.53954	37.5,37.5,15.0,15.0,15.0	16025.509,16025.509,2408.093,2408.093,2408.093	890.306,890.306,133.78294,133.78294,133.78294	0.14244896,0.14244896,0.053513177,0.053513177,0.053513177	95.17008972167969,95.17008972167969,108.76655578613281,108.76655578613281,108.76655578613281	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,0,0,0	0,0,0,0,0	0,0,0,0,0	Gokhan Caglar,Sean Wiese,Sean Wiese,Sean Wiese,Art Beatte IV	0,64,169,231,916	1780,1844,1949,2011,2696	25/03/15-10/05/10,28/05/15-10/05/10,10/09/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,1,1,0,0	0,2,8,0,0	0,96,338,0,0	0,71,46,1916,2476	0,70,46,51,137	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1778.json	Bad
