Age	SLOCAsItIs	SLOCNoCommentPrettyPrinter	SLOCStandard	CommentCodeRation	Readability	SimpleReadability	NVAR	NCOMP	Mcclure	McCabe	McCabeWOCases	IndentSTD	MaximumBlockDepth	totalFanOut	uniqueFanOut	n1	n2	N1	N2	Vocabulary	Length	Volume	Difficulty	Effort	Time	HalsteadBugs	MaintainabilityIndex	isPrivate	isProtected	isDefault	isPublic	isStatic	isAbstract	isGetterSetter	Parameters	LocalVariables	EnclosedExpressions	MaxEnclosedNesting	Developers	ChangeAtMethodAge	ProjectAge	CommitDate-ProjectFirstDate	NewAdditions	DiffSizes	EditDistances	TangledCommit	TangledWMoveandFileRename	Buggycommiit	PotentiallyBuggycommit	RiskyCommit	file	Category
605	4	4	4	0.0	0.24037298560142517	0.13564073743353033	0	0	0	1	1	2.0	0	2	2	21.0	5.0	28.0	8.0	26.0	36.0	169.21584	16.800001	2842.8262	157.93478	0.05640528	121.62992095947266	0	0	0	1	0	0	0	2	1	0	0	Art Beatte	0	3256	09/04/19-10/05/10	0	0	0	0	0	0	0	0	1170.json	Undecided
2914	16,21,25,25,25	12,15,15,15,15	12,16,20,20,20	0.08333333333333333,0.0625,0.05,0.05,0.05	0.8647686243057251,0.2700878977775574,0.22194063663482666,0.22194063663482666,0.22194063663482666	0.8031805064509455,0.20066380744252174,0.46333572109249394,0.46333572109249394,0.46333572109249394	4,5,5,5,5	4,5,5,5,5	8,10,10,10,10	4,5,5,5,5	4,5,5,5,5	3.37,3.89,5.16,5.16,5.16	2,2,2,2,2	4,6,6,6,6	4,6,5,5,5	20.0,23.0,25.0,25.0,25.0	6.0,9.0,11.0,11.0,11.0	41.0,57.0,60.0,60.0,60.0	9.0,16.0,15.0,15.0,15.0	26.0,32.0,36.0,36.0,36.0	50.0,73.0,75.0,75.0,75.0	235.022,365.0,387.7444,387.7444,387.7444	15.0,20.444445,17.045454,17.045454,17.045454	3525.33,7462.222,6609.2793,6609.2793,6609.2793	195.85167,414.5679,367.1822,367.1822,367.1822	0.078340665,0.12166667,0.12924813,0.12924813,0.12924813	101.4341812133789,94.25459289550781,90.32533264160156,90.32533264160156,90.32533264160156	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,1,1,1	0,0,1,1,1	Chris Lang,Chris Lang,Gokhan Caglar,Sean Wiese,Art Beatte IV	0,250,832,1064,1748	947,1198,1780,2011,2696	12/12/12-10/05/10,20/08/13-10/05/10,25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,5,9,0,0	0,5,14,0,0	0,232,164,0,0	0,381,1631,1916,2476	0,327,1328,51,137	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1359.json	Bad
3343	3,3,3,3,3,3	3,3,3,3,3,3	3,3,3,3,3,3	0.0,0.0,0.0,0.0,0.0,0.0	0.7745840549468994,0.7719241976737976,0.018765049055218697,0.018765049055218697,0.018765049055218697,0.018765049055218697	0.8738127604356563,0.9638387165881142,0.6668401761626206,0.6668401761626206,0.6668401761626206,0.6668401761626206	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	1,1,1,1,1,1	3.77,1.89,1.89,1.89,1.89,1.89	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	10.0,10.0,14.0,14.0,14.0,14.0	3.0,3.0,5.0,5.0,5.0,5.0	11.0,11.0,18.0,18.0,18.0,18.0	3.0,3.0,5.0,5.0,5.0,5.0	13.0,13.0,19.0,19.0,19.0,19.0	14.0,14.0,23.0,23.0,23.0,23.0	51.806156,51.806156,97.70234,97.70234,97.70234,97.70234	5.0,5.0,7.0,7.0,7.0,7.0	259.0308,259.0308,683.9164,683.9164,683.9164,683.9164	14.390599,14.390599,37.995354,37.995354,37.995354,37.995354	0.01726872,0.01726872,0.032567445,0.032567445,0.032567445,0.032567445	132.4454345703125,132.4454345703125,129.14646911621094,129.14646911621094,129.14646911621094,129.14646911621094	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,1,4,4,4,4	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	Vikas Gupta,Michael Marucheck,Chris Lang,Gokhan Caglar,Sean Wiese,Art Beatte IV	0,374,680,1262,1493,2178	518,892,1198,1780,2011,2696	10/10/11-10/05/10,18/10/12-10/05/10,20/08/13-10/05/10,25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,0,3,0,0,0	0,0,6,0,0,0	0,28,72,0,0,0	0,23,381,1631,1916,2476	0,0,327,1328,51,137	0,0,0,0,0,0	0,1,0,0,0,0	0,1,0,0,0,0	2100.json	Bad
2081	3,3,3	3,3,3	3,3,3	0.0,0.0,0.0	0.6242910623550415,0.6242910623550415,0.6242910623550415	0.7506634303308314,0.7506634303308314,0.7506634303308314	0,0,0	0,0,0	0,0,0	1,1,1	1,1,1	1.89,1.89,1.89	0,0,0	1,1,1	1,1,1	14.0,14.0,14.0	2.0,2.0,2.0	19.0,19.0,19.0	2.0,2.0,2.0	16.0,16.0,16.0	21.0,21.0,21.0	84.0,84.0,84.0	7.0,7.0,7.0	588.0,588.0,588.0	32.666668,32.666668,32.666668	0.028,0.028,0.028	129.93223571777344,129.93223571777344,129.93223571777344	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	Gokhan Caglar,Sean Wiese,Art Beatte IV	0,231,916	1780,2011,2696	25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,0,0	0,0,0	0,0,0	0,1916,2476	0,51,137	0,0,0	0,0,0	0,0,0	2080.json	Good
2992	21,23	17,17	17,19	0.0,0.0	0.028901606798171997,0.02529897727072239	2.775794028787057E-5,7.07868596808858E-5	3,3	3,3	6,6	4,4	4,4	2.58,4.18	1,1	7,7	5,5	27.0,27.0	12.0,12.0	87.0,87.0	35.0,35.0	39.0,39.0	122.0,122.0	644.8191,644.8191	39.375,39.375	25389.752,25389.752	1410.5417,1410.5417	0.2149397,0.2149397	90.54330444335938,88.74144744873047	1,1	0,0	0,0	0,0	0,0	0,0	0,0	1,1	2,2	0,0	0,0	Karthik Subramanyam,Sean Wiese	0,1003	869,1872	25/09/12-10/05/10,25/06/15-10/05/10	0,0	0,0	0,42	0,185	0,21	0,0	0,0	0,0	3874.json	Good
444	8,11,11	8,11,11	8,11,11	0.0,0.0,0.0	0.11186742782592773,0.057881928980350494,0.057881928980350494	0.048941172270919646,0.02279369121595445,0.02279369121595445	2,2,2	1,1,1	3,3,3	2,2,2	2,2,2	3.12,2.67,2.67	1,1,1	5,6,6	4,5,5	22.0,24.0,24.0	5.0,5.0,5.0	43.0,51.0,51.0	12.0,16.0,16.0	27.0,29.0,29.0	55.0,67.0,67.0	261.51883,325.48474,325.48474	26.400002,38.4,38.4	6904.0977,12498.614,12498.614	383.56097,694.36743,694.36743	0.08717294,0.108494915,0.108494915	107.90721130371094,101.61045837402344,101.61045837402344	0,0,0	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	1,1,1	2,2,2	0,0,0	0,0,0	Yuxi Jiang,Christina Xu,Yuxi Jiang	0,2,6	3417,3419,3423	17/09/19-10/05/10,19/09/19-10/05/10,23/09/19-10/05/10	0,5,0	0,7,0	0,128,0	0,1,16	0,1,0	0,0,0	0,1,0	0,1,0	2413.json	Undecided
2081	3,3,3	3,3,3	3,3,3	0.0,0.0,0.0	0.8501192331314087,0.8501192331314087,0.8381276726722717	0.959096275703781,0.959096275703781,0.9500502686483436	0,0,0	0,0,0	0,0,0	1,1,1	1,1,1	1.89,1.89,1.89	0,0,0	0,0,0	0,0,0	10.0,10.0,10.0	3.0,3.0,3.0	11.0,11.0,11.0	3.0,3.0,3.0	13.0,13.0,13.0	14.0,14.0,14.0	51.806156,51.806156,51.806156	5.0,5.0,5.0	259.0308,259.0308,259.0308	14.390599,14.390599,14.390599	0.01726872,0.01726872,0.01726872	132.4454345703125,132.4454345703125,132.4454345703125	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	0,0,0	Gokhan Caglar,Sean Wiese,Art Beatte IV	0,231,916	1780,2011,2696	25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,0,1	0,0,2	0,0,6	0,1916,2476	0,51,137	0,0,0	0,0,0	0,0,0	1058.json	Bad
2410	3,3,3,3,3	3,3,3,3,3	3,3,3,3,3	0.0,0.0,0.0,0.0,0.0	0.42852842807769775,0.42852842807769775,0.3424859046936035,0.3424859046936035,0.3424859046936035	0.8038191417400801,0.8038191417400801,0.8491445073720114,0.8491445073720114,0.8491445073720114	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1,1,1,1,1	1.89,1.89,1.89,1.89,1.89	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	12.0,12.0,12.0,12.0,12.0	3.0,3.0,3.0,3.0,3.0	14.0,14.0,14.0,14.0,14.0	5.0,5.0,5.0,5.0,5.0	15.0,15.0,15.0,15.0,15.0	19.0,19.0,19.0,19.0,19.0	74.23092,74.23092,74.23092,74.23092,74.23092	10.0,10.0,10.0,10.0,10.0	742.3092,742.3092,742.3092,742.3092,742.3092	41.2394,41.2394,41.2394,41.2394,41.2394	0.024743639,0.024743639,0.024743639,0.024743639,0.024743639	130.57513427734375,130.57513427734375,130.57513427734375,130.57513427734375,130.57513427734375	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	Dave Miller,Gokhan Caglar,Gokhan Caglar,Sean Wiese,Art Beatte IV	0,329,337,560,1245	1451,1780,1788,2011,2696	30/04/14-10/05/10,25/03/15-10/05/10,02/04/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,0,2,0,0	0,0,4,0,0	0,0,21,0,0	0,1631,36,1916,2476	0,1328,36,51,137	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	213.json	Bad
502	9	8	8	0.0	0.42522531747817993	0.8829772050768901	2	1	3	3	3	3.87	2	1	1	17.0	4.0	30.0	8.0	21.0	38.0	166.90805	17.0	2837.4368	157.63538	0.05563602	110.01234436035156	0	0	0	0	1	0	0	1	1	0	0	Stan Wu	0	3359	21/07/19-10/05/10	0	0	0	0	0	0	0	0	3090.json	Undecided
2017	4,4,4	4,4,4	4,4,4	0.0,0.0,0.0	0.7819371819496155,0.7819371819496155,0.7819371819496155	0.8532983696814731,0.8532983696814731,0.8532983696814731	0,0,0	0,0,0	0,0,0	1,1,1	1,1,1	2.0,2.0,2.0	0,0,0	1,1,1	1,1,1	14.0,14.0,14.0	4.0,4.0,4.0	18.0,18.0,18.0	5.0,5.0,5.0	18.0,18.0,18.0	23.0,23.0,23.0	95.90828,95.90828,95.90828	8.75,8.75,8.75	839.19745,839.19745,839.19745	46.62208,46.62208,46.62208	0.031969428,0.031969428,0.031969428	124.58238983154297,124.58238983154297,124.58238983154297	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	Sean Wiese,Sean Wiese,Art Beatte IV	0,167,852	1844,2011,2696	28/05/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,0,0	0,0,0	0,0,0	0,1916,2476	0,51,137	0,0,0	0,0,0	0,0,0	966.json	Good
3027	3,3,3,3	3,3,3,3	3,3,3,3	0.0,0.0,0.0,0.0	0.7529943585395813,0.746884286403656,0.746884286403656,0.746884286403656	0.87407479520599,0.9488394967224577,0.9488394967224577,0.9488394967224577	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1.89,1.89,1.89,1.89	0,0,0,0	1,1,1,1	1,1,1,1	12.0,11.0,11.0,11.0	3.0,3.0,3.0,3.0	15.0,14.0,14.0,14.0	4.0,4.0,4.0,4.0	15.0,14.0,14.0,14.0	19.0,18.0,18.0,18.0	74.23092,68.53239,68.53239,68.53239	8.0,7.3333335,7.3333335,7.3333335	593.84735,502.57086,502.57086,502.57086	32.99152,27.920603,27.920603,27.920603	0.024743639,0.022844128,0.022844128,0.022844128	130.57513427734375,130.99049377441406,130.99049377441406,130.99049377441406	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	Michael Marucheck,Gokhan Caglar,Sean Wiese,Art Beatte IV	0,946,1177,1862	834,1780,2011,2696	21/08/12-10/05/10,25/03/15-10/05/10,11/11/15-10/05/10,26/09/17-10/05/10	0,3,0,0	0,6,0,0	0,49,0,0	0,1631,1916,2476	0,1328,51,137	0,0,0,0	0,0,0,0	0,0,0,0	1706.json	Bad
